#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,95,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch013_smax_Nm,AMU
,,96,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,3.7326055555555557,Ch014_accrest_°C,AMU
,,97,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.04401999999999985,Ch014_acpeak_°C,AMU
,,98,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.011801111111110825,Ch014_acrms_°C,AMU
,,99,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,5.593507222222216,Ch014_kurtosis_°C,AMU
,,100,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,25.64620222222225,Ch014_mean_°C,AMU
,,101,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.07657944444444409,Ch014_peak2peak_°C,AMU
,,102,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch014_smax_°C,AMU
,,103,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,3.672068333333328,Ch015_accrest_%,AMU
,,104,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.031332777777777994,Ch015_acpeak_%,AMU
,,105,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.009086111111110937,Ch015_acrms_%,AMU
,,106,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,6.0085172222222205,Ch015_kurtosis_%,AMU
,,107,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,36.09393277777771,Ch015_mean_%,AMU
,,108,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.05353166666666698,Ch015_peak2peak_%,AMU
,,109,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch015_smax_%,AMU
,,110,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,2.9572294444444402,Ch016_accrest_N,AMU
,,111,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.00002055555555555557,Ch016_acpeak_N,AMU
,,112,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch016_acrms_N,AMU
,,113,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,2.6538277777777775,Ch016_kurtosis_N,AMU
,,114,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,-0.001316111111111061,Ch016_mean_N,AMU
,,115,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.000892777777777741,Ch016_peak2peak_N,AMU
,,116,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch016_smax_N,AMU
,,117,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,27.65725500000007,Ch017_°C,AMU
,,118,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,27.638709999999985,Ch018_°C,AMU
,,119,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,27.62894888888895,Ch019_°C,AMU
,,120,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,27.623310555555523,Ch020_°C,AMU
,,121,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,27.623757222222192,Ch021_°C,AMU
,,122,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,27.49273555555547,Ch022_°C,AMU
,,123,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,27.435494444444473,Ch023_°C,AMU

